Data zamówienia	Kraj odbiorcy	Cena jednostkowa	Iloœæ	Nazwa produktu	Nazwisko	Stanowisko	Region
20.05.1997	Niemcy	21,00 z³	15	Queso Cabrales	Davolio	Przedstawiciel handlowy	WA
21.05.1997	USA	14,00 z³	7	Laughing Lumberjack Lager	Peacock	Przedstawiciel handlowy	WA
21.05.1997	Wenezuela	9,00 z³	70	Tunnbröd	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
21.05.1997	USA	45,60 z³	7	Rössle Sauerkraut	Peacock	Przedstawiciel handlowy	WA
21.05.1997	Wenezuela	38,00 z³	30	Queso Manchego La Pastora	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
22.05.1997	USA	21,00 z³	10	Queso Cabrales	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
23.05.1997	Wielka Brytania	32,00 z³	24	Mascarpone Fabioli	Leverling	Przedstawiciel handlowy	WA
23.05.1997	Francja	18,00 z³	30	Steeleye Stout	Davolio	Przedstawiciel handlowy	WA
23.05.1997	Wielka Brytania	19,00 z³	60	Inlagd Sill	Leverling	Przedstawiciel handlowy	WA
23.05.1997	Francja	49,30 z³	40	Tarte au sucre	Davolio	Przedstawiciel handlowy	WA
23.05.1997	Francja	30,00 z³	10	Uncle Bob's Organic Dried Pears	Davolio	Przedstawiciel handlowy	WA
26.05.1997	Niemcy	14,00 z³	10	Sasquatch Ale	Leverling	Przedstawiciel handlowy	WA
26.05.1997	Niemcy	9,65 z³	14	Jack's New England Clam Chowder	Leverling	Przedstawiciel handlowy	WA
27.05.1997	Niemcy	9,50 z³	100	Rogede sild	Buchanan	Dyrektor ds. sprzeda¿y	
27.05.1997	Niemcy	12,50 z³	55	Gorgonzola Telino	Buchanan	Dyrektor ds. sprzeda¿y	
27.05.1997	Niemcy	53,00 z³	48	Manjimup Dried Apples	Buchanan	Dyrektor ds. sprzeda¿y	
28.05.1997	Hiszpania	28,50 z³	10	Sirop d'érable	King	Przedstawiciel handlowy	
28.05.1997	Hiszpania	10,00 z³	6	Sir Rodney's Scones	King	Przedstawiciel handlowy	
28.05.1997	Portugalia	19,45 z³	40	Gula Malacca	Peacock	Przedstawiciel handlowy	WA
28.05.1997	Portugalia	18,00 z³	20	Steeleye Stout	Peacock	Przedstawiciel handlowy	WA
28.05.1997	Portugalia	17,45 z³	40	Pavlova	Peacock	Przedstawiciel handlowy	WA
28.05.1997	Hiszpania	39,00 z³	8	Alice Mutton	King	Przedstawiciel handlowy	
28.05.1997	Hiszpania	9,20 z³	10	Teatime Chocolate Biscuits	King	Przedstawiciel handlowy	
29.05.1997	Wenezuela	7,75 z³	30	Rhönbräu Klosterbier	Fuller	Wiceprezes ds. sprzeda¿y	WA
29.05.1997	Wenezuela	36,00 z³	18	Gudbrandsdalsost	Fuller	Wiceprezes ds. sprzeda¿y	WA
30.05.1997	Finlandia	17,45 z³	14	Pavlova	Fuller	Wiceprezes ds. sprzeda¿y	WA
30.05.1997	Niemcy	49,30 z³	20	Tarte au sucre	Peacock	Przedstawiciel handlowy	WA
30.05.1997	Finlandia	12,50 z³	30	Gorgonzola Telino	Fuller	Wiceprezes ds. sprzeda¿y	WA
30.05.1997	Finlandia	21,00 z³	15	Queso Cabrales	Fuller	Wiceprezes ds. sprzeda¿y	WA
30.05.1997	Finlandia	18,00 z³	6	Steeleye Stout	Fuller	Wiceprezes ds. sprzeda¿y	WA
30.05.1997	Niemcy	9,00 z³	20	Tunnbröd	Peacock	Przedstawiciel handlowy	WA
30.05.1997	Finlandia	21,00 z³	24	Gustaf's Knäckebröd	Fuller	Wiceprezes ds. sprzeda¿y	WA
30.05.1997	Niemcy	13,00 z³	10	Original Frankfurter grüne Soße	Peacock	Przedstawiciel handlowy	WA
30.05.1997	Niemcy	17,45 z³	30	Pavlova	Peacock	Przedstawiciel handlowy	WA
02.06.1997	USA	53,00 z³	20	Manjimup Dried Apples	Suyama	Przedstawiciel handlowy	
02.06.1997	USA	38,00 z³	40	Gnocchi di nonna Alice	Suyama	Przedstawiciel handlowy	
02.06.1997	USA	9,20 z³	35	Teatime Chocolate Biscuits	Suyama	Przedstawiciel handlowy	
02.06.1997	USA	23,25 z³	30	Tofu	Suyama	Przedstawiciel handlowy	
02.06.1997	USA	4,50 z³	18	Guaraná Fantástica	Suyama	Przedstawiciel handlowy	
03.06.1997	Niemcy	33,25 z³	30	Wimmers gute Semmelknödel	Dodsworth	Przedstawiciel handlowy	
03.06.1997	Niemcy	7,75 z³	20	Rhönbräu Klosterbier	Dodsworth	Przedstawiciel handlowy	
03.06.1997	Dania	34,80 z³	24	Mozzarella di Giovanni	Fuller	Wiceprezes ds. sprzeda¿y	WA
04.06.1997	Wielka Brytania	32,80 z³	18	Perth Pasties	Davolio	Przedstawiciel handlowy	WA
04.06.1997	Wielka Brytania	53,00 z³	20	Manjimup Dried Apples	Davolio	Przedstawiciel handlowy	WA
04.06.1997	Wielka Brytania	15,00 z³	3	Röd Kaviar	Davolio	Przedstawiciel handlowy	WA
04.06.1997	Wielka Brytania	7,00 z³	30	Filo Mix	Davolio	Przedstawiciel handlowy	WA
04.06.1997	Wielka Brytania	9,50 z³	25	Zaanse koeken	Davolio	Przedstawiciel handlowy	WA
05.06.1997	Francja	24,00 z³	18	Pâte chinois	Suyama	Przedstawiciel handlowy	
05.06.1997	Francja	9,65 z³	12	Jack's New England Clam Chowder	Suyama	Przedstawiciel handlowy	
06.06.1997	Niemcy	49,30 z³	15	Tarte au sucre	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
06.06.1997	Szwecja	19,45 z³	10	Gula Malacca	Fuller	Wiceprezes ds. sprzeda¿y	WA
06.06.1997	Szwecja	53,00 z³	50	Manjimup Dried Apples	Fuller	Wiceprezes ds. sprzeda¿y	WA
06.06.1997	Niemcy	25,89 z³	20	Nord-Ost Matjeshering	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
09.06.1997	W³ochy	2,50 z³	20	Geitost	Davolio	Przedstawiciel handlowy	WA
09.06.1997	W³ochy	49,30 z³	10	Tarte au sucre	Davolio	Przedstawiciel handlowy	WA
10.06.1997	USA	39,00 z³	16	Alice Mutton	Peacock	Przedstawiciel handlowy	WA
10.06.1997	Brazylia	19,00 z³	25	Inlagd Sill	Fuller	Wiceprezes ds. sprzeda¿y	WA
10.06.1997	USA	12,50 z³	6	Gorgonzola Telino	Peacock	Przedstawiciel handlowy	WA
10.06.1997	USA	24,00 z³	25	Pâte chinois	Peacock	Przedstawiciel handlowy	WA
10.06.1997	Brazylia	7,00 z³	70	Filo Mix	Fuller	Wiceprezes ds. sprzeda¿y	WA
11.06.1997	Kanada	33,25 z³	18	Wimmers gute Semmelknödel	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
11.06.1997	Kanada	4,50 z³	25	Guaraná Fantástica	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
12.06.1997	Francja	21,00 z³	35	Queso Cabrales	Dodsworth	Przedstawiciel handlowy	
12.06.1997	Irlandia	55,00 z³	40	Raclette Courdavault	Davolio	Przedstawiciel handlowy	WA
12.06.1997	Irlandia	12,50 z³	60	Gorgonzola Telino	Davolio	Przedstawiciel handlowy	WA
12.06.1997	Francja	18,00 z³	10	Lakkalikööri	Dodsworth	Przedstawiciel handlowy	
12.06.1997	Irlandia	53,00 z³	3	Manjimup Dried Apples	Davolio	Przedstawiciel handlowy	WA
12.06.1997	Francja	62,50 z³	18	Carnarvon Tigers	Dodsworth	Przedstawiciel handlowy	
13.06.1997	Hiszpania	31,00 z³	5	Ikura	Leverling	Przedstawiciel handlowy	WA
16.06.1997	USA	12,50 z³	35	Gorgonzola Telino	Buchanan	Dyrektor ds. sprzeda¿y	
16.06.1997	USA	18,00 z³	30	Lakkalikööri	Buchanan	Dyrektor ds. sprzeda¿y	
17.06.1997	Kanada	38,00 z³	60	Gnocchi di nonna Alice	Leverling	Przedstawiciel handlowy	WA
17.06.1997	Kanada	21,00 z³	15	Queso Cabrales	Leverling	Przedstawiciel handlowy	WA
17.06.1997	Austria	14,00 z³	28	Singaporean Hokkien Fried Mee	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
17.06.1997	Austria	23,25 z³	11	Tofu	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
18.06.1997	Szwecja	17,45 z³	12	Pavlova	Leverling	Przedstawiciel handlowy	WA
18.06.1997	Szwecja	32,00 z³	10	Mascarpone Fabioli	Leverling	Przedstawiciel handlowy	WA
18.06.1997	Szwecja	7,75 z³	15	Rhönbräu Klosterbier	Leverling	Przedstawiciel handlowy	WA
18.06.1997	Szwecja	18,40 z³	50	Boston Crab Meat	Leverling	Przedstawiciel handlowy	WA
19.06.1997	USA	33,25 z³	6	Wimmers gute Semmelknödel	Peacock	Przedstawiciel handlowy	WA
19.06.1997	Meksyk	32,80 z³	25	Perth Pasties	King	Przedstawiciel handlowy	
19.06.1997	Meksyk	14,00 z³	40	Sasquatch Ale	King	Przedstawiciel handlowy	
19.06.1997	USA	18,40 z³	2	Boston Crab Meat	Peacock	Przedstawiciel handlowy	WA
19.06.1997	USA	2,50 z³	14	Geitost	Peacock	Przedstawiciel handlowy	WA
19.06.1997	USA	49,30 z³	10	Tarte au sucre	Peacock	Przedstawiciel handlowy	WA
19.06.1997	Meksyk	39,00 z³	18	Alice Mutton	King	Przedstawiciel handlowy	
20.06.1997	Niemcy	34,80 z³	30	Mozzarella di Giovanni	Buchanan	Dyrektor ds. sprzeda¿y	
20.06.1997	Niemcy	55,00 z³	12	Raclette Courdavault	Buchanan	Dyrektor ds. sprzeda¿y	
20.06.1997	Niemcy	43,90 z³	6	Vegie-spread	Buchanan	Dyrektor ds. sprzeda¿y	
20.06.1997	Niemcy	18,00 z³	10	Lakkalikööri	Buchanan	Dyrektor ds. sprzeda¿y	
23.06.1997	USA	13,00 z³	18	Original Frankfurter grüne Soße	Dodsworth	Przedstawiciel handlowy	
23.06.1997	Meksyk	12,50 z³	20	Gorgonzola Telino	Leverling	Przedstawiciel handlowy	WA
23.06.1997	USA	18,00 z³	10	Chartreuse verte	Dodsworth	Przedstawiciel handlowy	
23.06.1997	USA	7,75 z³	20	Rhönbräu Klosterbier	Dodsworth	Przedstawiciel handlowy	
23.06.1997	Meksyk	19,45 z³	21	Gula Malacca	Leverling	Przedstawiciel handlowy	WA
23.06.1997	Meksyk	18,00 z³	10	Chai	Leverling	Przedstawiciel handlowy	WA
24.06.1997	Wielka Brytania	19,50 z³	6	Ravioli Angelo	Peacock	Przedstawiciel handlowy	WA
24.06.1997	Wielka Brytania	18,00 z³	20	Steeleye Stout	Peacock	Przedstawiciel handlowy	WA
25.06.1997	USA	7,75 z³	21	Rhönbräu Klosterbier	Davolio	Przedstawiciel handlowy	WA
25.06.1997	USA	15,50 z³	10	Genen Shouyu	Davolio	Przedstawiciel handlowy	WA
26.06.1997	Niemcy	23,25 z³	15	Tofu	Peacock	Przedstawiciel handlowy	WA
26.06.1997	Niemcy	9,65 z³	9	Jack's New England Clam Chowder	Peacock	Przedstawiciel handlowy	WA
26.06.1997	Brazylia	7,75 z³	50	Rhönbräu Klosterbier	Leverling	Przedstawiciel handlowy	WA
26.06.1997	Niemcy	21,05 z³	30	Louisiana Fiery Hot Pepper Sauce	Peacock	Przedstawiciel handlowy	WA
27.06.1997	Niemcy	18,00 z³	14	Lakkalikööri	Leverling	Przedstawiciel handlowy	WA
27.06.1997	Niemcy	19,50 z³	4	Ravioli Angelo	Leverling	Przedstawiciel handlowy	WA
30.06.1997	Finlandia	34,00 z³	24	Camembert Pierrot	Fuller	Wiceprezes ds. sprzeda¿y	WA
30.06.1997	Finlandia	36,00 z³	10	Gudbrandsdalsost	Fuller	Wiceprezes ds. sprzeda¿y	WA
30.06.1997	Francja	12,50 z³	50	Gorgonzola Telino	Peacock	Przedstawiciel handlowy	WA
30.06.1997	Finlandia	123,79 z³	10	Thüringer Rostbratwurst	Fuller	Wiceprezes ds. sprzeda¿y	WA
01.07.1997	Brazylia	9,50 z³	15	Zaanse koeken	King	Przedstawiciel handlowy	
02.07.1997	W³ochy	7,00 z³	4	Filo Mix	Dodsworth	Przedstawiciel handlowy	
02.07.1997	Brazylia	31,23 z³	6	Gumbär Gummibärchen	Davolio	Przedstawiciel handlowy	WA
02.07.1997	Brazylia	13,00 z³	20	Original Frankfurter grüne Soße	Davolio	Przedstawiciel handlowy	WA
02.07.1997	Brazylia	18,00 z³	20	Steeleye Stout	Davolio	Przedstawiciel handlowy	WA
03.07.1997	Niemcy	14,00 z³	100	Singaporean Hokkien Fried Mee	Fuller	Wiceprezes ds. sprzeda¿y	WA
03.07.1997	Niemcy	62,50 z³	40	Carnarvon Tigers	Fuller	Wiceprezes ds. sprzeda¿y	WA
04.07.1997	USA	18,00 z³	4	Steeleye Stout	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
07.07.1997	Dania	7,45 z³	50	Tourtiere	Davolio	Przedstawiciel handlowy	WA
07.07.1997	Kanada	18,00 z³	20	Chai	Peacock	Przedstawiciel handlowy	WA
07.07.1997	Dania	10,00 z³	14	Aniseed Syrup	Davolio	Przedstawiciel handlowy	WA
07.07.1997	Kanada	13,00 z³	60	Original Frankfurter grüne Soße	Peacock	Przedstawiciel handlowy	WA
07.07.1997	Dania	30,00 z³	10	Uncle Bob's Organic Dried Pears	Davolio	Przedstawiciel handlowy	WA
08.07.1997	Niemcy	15,50 z³	25	Genen Shouyu	Leverling	Przedstawiciel handlowy	WA
08.07.1997	Niemcy	31,23 z³	5	Gumbär Gummibärchen	Leverling	Przedstawiciel handlowy	WA
09.07.1997	USA	13,25 z³	30	Escargots de Bourgogne	Leverling	Przedstawiciel handlowy	WA
09.07.1997	Niemcy	81,00 z³	21	Sir Rodney's Marmalade	King	Przedstawiciel handlowy	
09.07.1997	Niemcy	36,00 z³	20	Gudbrandsdalsost	King	Przedstawiciel handlowy	
09.07.1997	USA	7,00 z³	24	Filo Mix	Leverling	Przedstawiciel handlowy	WA
09.07.1997	Niemcy	18,00 z³	4	Lakkalikööri	King	Przedstawiciel handlowy	
10.07.1997	Austria	18,00 z³	30	Steeleye Stout	Fuller	Wiceprezes ds. sprzeda¿y	WA
10.07.1997	Austria	36,00 z³	65	Gudbrandsdalsost	Fuller	Wiceprezes ds. sprzeda¿y	WA
10.07.1997	Austria	28,50 z³	120	Sirop d'érable	Fuller	Wiceprezes ds. sprzeda¿y	WA
11.07.1997	Austria	4,50 z³	35	Guaraná Fantástica	King	Przedstawiciel handlowy	
11.07.1997	USA	7,75 z³	30	Rhönbräu Klosterbier	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
11.07.1997	Austria	21,05 z³	12	Louisiana Fiery Hot Pepper Sauce	King	Przedstawiciel handlowy	
11.07.1997	Austria	19,50 z³	20	Ravioli Angelo	King	Przedstawiciel handlowy	
11.07.1997	USA	43,90 z³	24	Vegie-spread	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
11.07.1997	USA	38,00 z³	5	Gnocchi di nonna Alice	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
14.07.1997	USA	21,50 z³	9	Flotemysost	Davolio	Przedstawiciel handlowy	WA
14.07.1997	USA	43,90 z³	50	Schoggi Schokolade	Davolio	Przedstawiciel handlowy	WA
15.07.1997	Wielka Brytania	49,30 z³	10	Tarte au sucre	Suyama	Przedstawiciel handlowy	
16.07.1997	Wenezuela	6,00 z³	60	Konbu	King	Przedstawiciel handlowy	
16.07.1997	Wenezuela	55,00 z³	35	Raclette Courdavault	King	Przedstawiciel handlowy	
16.07.1997	USA	7,45 z³	4	Tourtiere	Peacock	Przedstawiciel handlowy	WA
16.07.1997	USA	15,00 z³	30	Röd Kaviar	Peacock	Przedstawiciel handlowy	WA
17.07.1997	Dania	13,00 z³	5	Original Frankfurter grüne Soße	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
18.07.1997	USA	21,00 z³	48	Gustaf's Knäckebröd	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
18.07.1997	Portugalia	18,00 z³	10	Lakkalikööri	Davolio	Przedstawiciel handlowy	WA
18.07.1997	USA	20,00 z³	25	Maxilaku	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
18.07.1997	Portugalia	12,75 z³	6	Chocolade	Davolio	Przedstawiciel handlowy	WA
21.07.1997	Kanada	34,00 z³	70	Camembert Pierrot	Davolio	Przedstawiciel handlowy	WA
21.07.1997	Kanada	55,00 z³	20	Raclette Courdavault	Davolio	Przedstawiciel handlowy	WA
21.07.1997	Kanada	21,50 z³	15	Flotemysost	Davolio	Przedstawiciel handlowy	WA
21.07.1997	Kanada	17,45 z³	30	Pavlova	Davolio	Przedstawiciel handlowy	WA
22.07.1997	USA	30,00 z³	45	Uncle Bob's Organic Dried Pears	Buchanan	Dyrektor ds. sprzeda¿y	
22.07.1997	Brazylia	22,00 z³	20	Chef Anton's Cajun Seasoning	Peacock	Przedstawiciel handlowy	WA
22.07.1997	USA	39,00 z³	100	Alice Mutton	Buchanan	Dyrektor ds. sprzeda¿y	
22.07.1997	Brazylia	49,30 z³	10	Tarte au sucre	Peacock	Przedstawiciel handlowy	WA
22.07.1997	USA	2,50 z³	14	Geitost	Buchanan	Dyrektor ds. sprzeda¿y	
22.07.1997	USA	18,40 z³	42	Boston Crab Meat	Buchanan	Dyrektor ds. sprzeda¿y	
22.07.1997	USA	34,80 z³	12	Mozzarella di Giovanni	Buchanan	Dyrektor ds. sprzeda¿y	
22.07.1997	Brazylia	24,00 z³	20	Pâte chinois	Peacock	Przedstawiciel handlowy	WA
23.07.1997	Niemcy	38,00 z³	28	Gnocchi di nonna Alice	Peacock	Przedstawiciel handlowy	WA
24.07.1997	Francja	10,00 z³	6	Sir Rodney's Scones	King	Przedstawiciel handlowy	
24.07.1997	Francja	31,00 z³	10	Ikura	King	Przedstawiciel handlowy	
24.07.1997	Francja	18,00 z³	3	Chai	King	Przedstawiciel handlowy	
25.07.1997	Polska	18,00 z³	6	Chai	Suyama	Przedstawiciel handlowy	
25.07.1997	Francja	19,00 z³	21	Inlagd Sill	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
25.07.1997	Polska	19,00 z³	10	Chang	Suyama	Przedstawiciel handlowy	
25.07.1997	Polska	34,00 z³	15	Camembert Pierrot	Suyama	Przedstawiciel handlowy	
28.07.1997	USA	31,00 z³	70	Ikura	Davolio	Przedstawiciel handlowy	WA
28.07.1997	USA	19,00 z³	55	Inlagd Sill	Davolio	Przedstawiciel handlowy	WA
28.07.1997	USA	20,00 z³	18	Maxilaku	Davolio	Przedstawiciel handlowy	WA
28.07.1997	USA	34,00 z³	40	Camembert Pierrot	Davolio	Przedstawiciel handlowy	WA
28.07.1997	USA	18,00 z³	80	Lakkalikööri	Davolio	Przedstawiciel handlowy	WA
29.07.1997	Wenezuela	7,75 z³	40	Rhönbräu Klosterbier	Peacock	Przedstawiciel handlowy	WA
29.07.1997	Niemcy	10,00 z³	8	Sir Rodney's Scones	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
29.07.1997	Niemcy	18,00 z³	5	Chartreuse verte	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
29.07.1997	Niemcy	21,00 z³	14	Queso Cabrales	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
29.07.1997	Wenezuela	6,00 z³	8	Konbu	Peacock	Przedstawiciel handlowy	WA
30.07.1997	Finlandia	24,00 z³	5	Pâte chinois	Fuller	Wiceprezes ds. sprzeda¿y	WA
31.07.1997	USA	263,50 z³	15	Côte de Blaye	Davolio	Przedstawiciel handlowy	WA
31.07.1997	USA	55,00 z³	30	Raclette Courdavault	Peacock	Przedstawiciel handlowy	WA
31.07.1997	USA	38,00 z³	14	Gnocchi di nonna Alice	Davolio	Przedstawiciel handlowy	WA
31.07.1997	USA	21,50 z³	15	Flotemysost	Davolio	Przedstawiciel handlowy	WA
31.07.1997	USA	15,00 z³	15	Outback Lager	Davolio	Przedstawiciel handlowy	WA
01.08.1997	Kanada	12,50 z³	15	Scottish Longbreads	Davolio	Przedstawiciel handlowy	WA
01.08.1997	Kanada	38,00 z³	20	Gnocchi di nonna Alice	Davolio	Przedstawiciel handlowy	WA
01.08.1997	Kanada	25,00 z³	70	Grandma's Boysenberry Spread	Davolio	Przedstawiciel handlowy	WA
04.08.1997	Kanada	10,00 z³	42	Sir Rodney's Scones	Leverling	Przedstawiciel handlowy	WA
04.08.1997	Kanada	21,00 z³	40	Gustaf's Knäckebröd	Leverling	Przedstawiciel handlowy	WA
05.08.1997	Wielka Brytania	21,50 z³	15	Flotemysost	Peacock	Przedstawiciel handlowy	WA
05.08.1997	Wielka Brytania	9,20 z³	5	Teatime Chocolate Biscuits	Peacock	Przedstawiciel handlowy	WA
05.08.1997	Kanada	4,50 z³	5	Guaraná Fantástica	Fuller	Wiceprezes ds. sprzeda¿y	WA
05.08.1997	Kanada	7,00 z³	5	Filo Mix	Fuller	Wiceprezes ds. sprzeda¿y	WA
05.08.1997	Wielka Brytania	9,00 z³	10	Tunnbröd	Peacock	Przedstawiciel handlowy	WA
05.08.1997	Wielka Brytania	15,00 z³	20	Outback Lager	Peacock	Przedstawiciel handlowy	WA
06.08.1997	Brazylia	12,50 z³	18	Scottish Longbreads	Peacock	Przedstawiciel handlowy	WA
06.08.1997	Brazylia	19,00 z³	20	Chang	Peacock	Przedstawiciel handlowy	WA
07.08.1997	Niemcy	9,20 z³	15	Teatime Chocolate Biscuits	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
07.08.1997	USA	123,79 z³	6	Thüringer Rostbratwurst	Peacock	Przedstawiciel handlowy	WA
07.08.1997	Niemcy	18,00 z³	30	Steeleye Stout	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
07.08.1997	USA	45,60 z³	10	Rössle Sauerkraut	Peacock	Przedstawiciel handlowy	WA
07.08.1997	USA	19,45 z³	10	Gula Malacca	Peacock	Przedstawiciel handlowy	WA
07.08.1997	Niemcy	4,50 z³	3	Guaraná Fantástica	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
07.08.1997	Niemcy	23,25 z³	21	Tofu	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
07.08.1997	Niemcy	10,00 z³	25	Sir Rodney's Scones	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
08.08.1997	Meksyk	23,25 z³	3	Tofu	Leverling	Przedstawiciel handlowy	WA
08.08.1997	Meksyk	14,00 z³	5	Singaporean Hokkien Fried Mee	Leverling	Przedstawiciel handlowy	WA
08.08.1997	Meksyk	34,00 z³	10	Camembert Pierrot	Leverling	Przedstawiciel handlowy	WA
11.08.1997	USA	15,00 z³	35	Röd Kaviar	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
11.08.1997	Szwecja	34,00 z³	20	Camembert Pierrot	Davolio	Przedstawiciel handlowy	WA
11.08.1997	Szwecja	32,80 z³	12	Perth Pasties	Davolio	Przedstawiciel handlowy	WA
11.08.1997	USA	49,30 z³	15	Tarte au sucre	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
11.08.1997	Szwecja	21,50 z³	20	Flotemysost	Davolio	Przedstawiciel handlowy	WA
12.08.1997	Hiszpania	123,79 z³	20	Thüringer Rostbratwurst	Peacock	Przedstawiciel handlowy	WA
12.08.1997	Hiszpania	33,25 z³	9	Wimmers gute Semmelknödel	Peacock	Przedstawiciel handlowy	WA
12.08.1997	Francja	18,00 z³	25	Chai	Peacock	Przedstawiciel handlowy	WA
13.08.1997	Niemcy	18,00 z³	35	Lakkalikööri	Davolio	Przedstawiciel handlowy	WA
13.08.1997	Niemcy	24,00 z³	12	Pâte chinois	Davolio	Przedstawiciel handlowy	WA
14.08.1997	Niemcy	2,50 z³	20	Geitost	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
14.08.1997	Francja	7,75 z³	8	Rhönbräu Klosterbier	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
14.08.1997	Niemcy	19,00 z³	30	Chang	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
15.08.1997	Austria	49,30 z³	80	Tarte au sucre	King	Przedstawiciel handlowy	
15.08.1997	Francja	53,00 z³	15	Manjimup Dried Apples	Peacock	Przedstawiciel handlowy	WA
15.08.1997	Austria	38,00 z³	36	Queso Manchego La Pastora	King	Przedstawiciel handlowy	
15.08.1997	Francja	7,75 z³	2	Rhönbräu Klosterbier	Peacock	Przedstawiciel handlowy	WA
15.08.1997	Francja	62,50 z³	50	Carnarvon Tigers	Peacock	Przedstawiciel handlowy	WA
15.08.1997	Francja	30,00 z³	35	Uncle Bob's Organic Dried Pears	Peacock	Przedstawiciel handlowy	WA
15.08.1997	Austria	6,00 z³	13	Konbu	King	Przedstawiciel handlowy	
15.08.1997	Austria	31,23 z³	35	Gumbär Gummibärchen	King	Przedstawiciel handlowy	
18.08.1997	W³ochy	22,00 z³	10	Chef Anton's Cajun Seasoning	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
18.08.1997	W³ochy	21,00 z³	40	Gustaf's Knäckebröd	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
18.08.1997	W³ochy	21,35 z³	15	Chef Anton's Gumbo Mix	Callahan	Koordynator sprzeda¿y wewnêtrznej	WA
19.08.1997	Brazylia	16,25 z³	25	Valkoinen suklaa	Suyama	Przedstawiciel handlowy	
19.08.1997	Finlandia	22,00 z³	25	Chef Anton's Cajun Seasoning	Peacock	Przedstawiciel handlowy	WA
19.08.1997	Brazylia	21,00 z³	10	Queso Cabrales	Suyama	Przedstawiciel handlowy	
19.08.1997	Brazylia	38,00 z³	60	Gnocchi di nonna Alice	Suyama	Przedstawiciel handlowy	
19.08.1997	Finlandia	13,25 z³	6	Escargots de Bourgogne	Peacock	Przedstawiciel handlowy	WA
20.08.1997	Norwegia	62,50 z³	8	Carnarvon Tigers	King	Przedstawiciel handlowy	
20.08.1997	Wenezuela	21,05 z³	21	Louisiana Fiery Hot Pepper Sauce	Leverling	Przedstawiciel handlowy	WA
20.08.1997	Wenezuela	9,50 z³	20	Rogede sild	Leverling	Przedstawiciel handlowy	WA
20.08.1997	Wenezuela	34,80 z³	60	Mozzarella di Giovanni	Leverling	Przedstawiciel handlowy	WA
21.08.1997	Niemcy	36,00 z³	20	Gudbrandsdalsost	Peacock	Przedstawiciel handlowy	WA
21.08.1997	Niemcy	15,00 z³	15	Outback Lager	Peacock	Przedstawiciel handlowy	WA
22.08.1997	Wenezuela	19,00 z³	50	Chang	Peacock	Przedstawiciel handlowy	WA
22.08.1997	Dania	10,00 z³	30	Sir Rodney's Scones	King	Przedstawiciel handlowy	
22.08.1997	Dania	28,50 z³	20	Sirop d'érable	King	Przedstawiciel handlowy	
22.08.1997	Wenezuela	18,40 z³	60	Boston Crab Meat	Peacock	Przedstawiciel handlowy	WA
25.08.1997	Brazylia	46,00 z³	20	Ipoh Coffee	Leverling	Przedstawiciel handlowy	WA
25.08.1997	Brazylia	62,50 z³	4	Carnarvon Tigers	Leverling	Przedstawiciel handlowy	WA
25.08.1997	Brazylia	12,00 z³	21	Spegesild	Leverling	Przedstawiciel handlowy	WA
25.08.1997	Wielka Brytania	45,60 z³	15	Rössle Sauerkraut	Suyama	Przedstawiciel handlowy	
25.08.1997	Wielka Brytania	12,00 z³	2	Spegesild	Suyama	Przedstawiciel handlowy	
25.08.1997	Wielka Brytania	18,00 z³	21	Chartreuse verte	Suyama	Przedstawiciel handlowy	
26.08.1997	Brazylia	19,00 z³	15	Inlagd Sill	Peacock	Przedstawiciel handlowy	WA
26.08.1997	Brazylia	62,50 z³	20	Carnarvon Tigers	Peacock	Przedstawiciel handlowy	WA
